Date,Check Number,Description,Debit,Credit,Running Balance

02/20/2007,0007147,CHECK,$62.00,,$8128.25
02/20/2007,0007152,CHECK,$100.00,,$8028.25
02/20/2007,0007160,CHECK,$281.92,,$7746.33
02/21/2007,0007131,CHECK,$189.00,,$7557.33
02/21/2007,0007139,CHECK,$189.00,,$7368.33
02/21/2007,0007149,CHECK,$1186.00,,$6182.33
02/22/2007,0007153,CHECK,$83.63,,$6098.70
02/26/2007,,COUNTRYSIDE,$60.00,,$6038.70
02/26/2007,0007155,CHECK,$50.84,,$5987.86
02/27/2007,,STATE FARM RO 27SFPP,$295.46,,$5692.40
02/28/2007,,FIDELITY EMP SVCZETA,,$7770.85,$13463.25
03/02/2007,,OTHER ATM NETWORK FEE,$2.00,,$13461.25
03/02/2007,,PROVIDENT BANK,$102.00,,$13359.25
03/02/2007,0007130,CHECK,$20.00,,$13339.25
03/02/2007,0007154,CHECK,$400.00,,$12939.25
03/05/2007,0007163,CHASE           CHECK PYMT,$51.00,,$12888.25
03/05/2007,0007162,VZ WIRELESS ARC ARC,$118.00,,$12770.25
03/05/2007,0007164,CHASE           CHECK PYMT,$2000.00,,$10770.25
03/05/2007,,POTOMAC RUN 1,$180.00,,$10590.25
03/05/2007,,SOU GIANT FOOD INC 431,$40.48,,$10549.77
03/06/2007,0007161,DOM VA NC POWER BILLPYMT,$106.00,,$10443.77
03/06/2007,0007165,CHECK,$350.00,,$10093.77
03/07/2007,0007158,CHECK,$1032.00,,$9061.77
03/09/2007,0007157,CHECK,$110.00,,$8951.77
03/12/2007,,SOU GIANT FOOD INC 760,$15.59,,$8936.18
03/12/2007,0007167,CHECK,$12.00,,$8924.18
03/12/2007,0007156,CHECK,$116.00,,$8808.18
03/13/2007,0007172,CHECK,$14.00,,$8794.18
03/15/2007,,POTOMAC RUN 1,$200.00,,$8594.18
03/15/2007,0007170,CHECK,$135.00,,$8459.18
03/16/2007,,SOU USPS 5185889551260,$14.04,,$8445.14
03/16/2007,0007173,CHECK,$19.13,,$8426.01
03/16/2007,0007176,CHECK,$20.00,,$8406.01
03/19/2007,,SHOPPERS FOOD/PHARM 26,$16.77,,$8389.24
03/19/2007,0007171,CHECK,$80.00,,$8309.24
03/20/2007,0007177,CHECK,$35.23,,$8274.01
03/20/2007,0007159,CHECK,$1700.00,,$6574.01
03/21/2007,,INTEREST PAYMENT,,$0.79,$6574.80
03/21/2007,0007174,CHECK,$23.44,,$6551.36
