Date,Check Number,Description,Debit,Credit,Running Balance

06/21/2007,0007275,Wash Gas UtilityCHECK PYMT,$58.00,,$12260.99
06/21/2007,0007268,CHECK,$25.00,,$12235.99
06/21/2007,0007276,CHECK,$61.00,,$12174.99
06/21/2007,0007280,CHECK,$1340.00,,$10834.99
06/22/2007,0007283,CHECK,$50.00,,$10784.99
06/22/2007,0007281,CHECK,$100.00,,$10684.99
06/22/2007,0007274,CHECK,$157.00,,$10527.99
06/25/2007,0007284,CHECK,$40.00,,$10487.99
06/25/2007,0007225,CHECK,$95.00,,$10392.99
06/25/2007,0007239,CHECK,$150.00,,$10242.99
06/26/2007,,DEPOSIT,,$281.92,$10524.91
06/26/2007,,STATE FARM RO 27SFPP,$295.46,,$10229.45
06/26/2007,,SAFEWAY  STORE  1570,$9.20,,$10220.25
06/26/2007,,SAFEWAY  STORE  1570,$86.89,,$10133.36
06/26/2007,0007282,CHECK,$20.00,,$10113.36
06/26/2007,0007245,CHECK,$25.00,,$10088.36
06/26/2007,0007266,CHECK,$128.69,,$9959.67
06/26/2007,0007253,CHECK,$1700.00,,$8259.67
06/27/2007,0007286,CHECK,$67.87,,$8191.80
06/27/2007,0007285,CHECK,$100.00,,$8091.80
06/27/2007,0007279,CHECK,$500.00,,$7591.80
06/28/2007,0007267,CHECK,$10.00,,$7581.80
06/28/2007,0007273,CHECK,$40.00,,$7541.80
06/28/2007,0007288,CHECK,$187.81,,$7353.99
06/29/2007,,FIDELITY EMP SVCZETA,,$8088.46,$15442.45
07/02/2007,,DEPOSIT,,$1042.40,$16484.85
07/02/2007,0007296,CHASE           CHECK PYMT,$2046.00,,$14438.85
07/03/2007,0007292,CHASE           CHECK PYMT,$75.00,,$14363.85
07/03/2007,0007293,VZ WIRELESS ARC ARC,$90.00,,$14273.85
07/03/2007,0007294,DOM VA NC POWER BILLPYMT,$154.00,,$14119.85
07/03/2007,,POTOMAC RUN #2,$100.00,,$14019.85
07/03/2007,,SHOPPERS FOOD/PHARM 26,$20.00,,$13999.85
07/03/2007,0007297,CHECK,$280.00,,$13719.85
07/05/2007,,PLAZA AMERICA #1,$60.00,,$13659.85
07/06/2007,0007290,CHECK,$1090.00,,$12569.85
07/09/2007,0007295,CHECK,$86.10,,$12483.75
07/10/2007,0007278,CHECK,$89.00,,$12394.75
07/10/2007,0007289,CHECK,$610.00,,$11784.75
07/10/2007,0007291,CHECK,$1700.00,,$10084.75
07/11/2007,0007287,CHECK,$355.00,,$9729.75
07/13/2007,,GREAT FALLS,$160.00,,$9569.75
07/13/2007,,DULLES VILLAGE CENTER #2,$200.00,,$9369.75
07/16/2007,,PLAZA AMERICA #1,$40.00,,$9329.75
07/17/2007,,SOU GIANT FOOD INC 432,$82.08,,$9247.67
07/17/2007,,TARGET T1874 LEESBURG,$128.30,,$9119.37
07/18/2007,,SHOPPERS FOOD/PHARM 26,$64.10,,$9055.27
07/18/2007,0007303,CHECK,$63.00,,$8992.27
07/19/2007,,INTEREST PAYMENT,,$0.88,$8993.15
07/19/2007,0007300,CHECK,$830.00,,$8163.15
