Date,Check Number,Description,Debit,Credit,Running Balance

06/21/2006,,SHOPPERS FOOD /,$0.54,,$11727.43
06/21/2006,,SHELL OIL  24542,$69.20,,$11658.23
06/21/2006,0006940,CHECK,$39.00,,$11619.23
06/21/2006,0006935,CHECK,$410.00,,$11209.23
06/22/2006,,DEPOSIT,,$589.65,$11798.88
06/22/2006,,COUNTRYSIDE,$40.00,,$11758.88
06/22/2006,0006864,CHECK,$50.00,,$11708.88
06/22/2006,0006947,CHECK,$96.65,,$11612.23
06/22/2006,0006928,CHECK,$400.00,,$11212.23
06/23/2006,0006948,CHECK,$276.00,,$10936.23
06/26/2006,0006950,AMERICAN EXPRESSCHECK PYMT,$2129.00,,$8807.23
06/26/2006,,COUNTRYSIDE,$140.00,,$8667.23
06/26/2006,0006952,CHECK,$23.19,,$8644.04
06/27/2006,,STATE FARM RO 27SFPP,$342.06,,$8301.98
06/27/2006,0006939,CHECK,$89.00,,$8212.98
06/29/2006,,ITT ADVANCED ENGPAYROLL,,$3335.91,$11548.89
06/29/2006,0006955,CHECK,$100.00,,$11448.89
07/03/2006,,DEPOSIT,,$426.40,$11875.29
07/03/2006,0006956,CHECK,$62.95,,$11812.34
07/05/2006,0006959,CHECK,$138.00,,$11674.34
07/06/2006,0006963,CHECK,$25.00,,$11649.34
07/06/2006,0006962,CHECK,$120.48,,$11528.86
07/06/2006,0006961,CHECK,$280.00,,$11248.86
07/07/2006,0006960,CHECK,$369.00,,$10879.86
07/07/2006,0006949,CHECK,$520.00,,$10359.86
07/12/2006,0006964,CHECK,$35.35,,$10324.51
07/13/2006,,ITT ADVANCED ENGPAYROLL,,$3162.46,$13486.97
07/13/2006,,POTOMAC RUN 2,$20.00,,$13466.97
07/13/2006,,FTD*SONORA FLORI,$48.49,,$13418.48
07/13/2006,0006953,CHECK,$340.00,,$13078.48
07/14/2006,0006957,CHECK,$200.00,,$12878.48
07/18/2006,0006968,WASH GAS UTILITYCHECKPAYMT,$35.00,,$12843.48
07/18/2006,0006969,DOM VA NC POWER BILLPYMT,$131.00,,$12712.48
07/18/2006,6971,AMERICAN EXPRESSCHECK PYMT,$2562.00,,$10150.48
07/19/2006,0006967,CHECK,$15.00,,$10135.48
07/19/2006,0006966,CHECK,$450.00,,$9685.48
07/20/2006,0006970,CHECK,$76.74,,$9608.74
07/21/2006,,INTEREST PAYMENT,,$0.92,$9609.66
07/21/2006,0006951,CHECK,$850.00,,$8759.66
07/21/2006,0006954,CHECK,$850.00,,$7909.66
