Date,Check Number,Description,Debit,Credit,Running Balance

12/20/2006,0007098,CHECK,$31.50,,$9726.22
12/20/2006,0007089,CHECK,$1700.00,,$8026.22
12/21/2006,0007102,CHECK,$200.00,,$7826.22
12/22/2006,0007103,CHECK,$156.32,,$7669.90
12/22/2006,0007106,CHECK,$190.00,,$7479.90
12/26/2006,0007105,CHECK,$970.00,,$6509.90
12/27/2006,,STATE FARM RO 27SFPP,$314.86,,$6195.04
12/28/2006,0007107,CHECK,$77.61,,$6117.43
12/29/2006,,FIDELITY EMP SVCZETA,,$8045.68,$14163.11
12/29/2006,,FAIRFAX CITY,$60.00,,$14103.11
01/02/2007,,DEPOSIT,,$213.00,$14316.11
01/02/2007,,SFWY 1084 PIDGEON HILL,$60.00,,$14256.11
01/02/2007,0007109,CHECK,$272.86,,$13983.25
01/03/2007,0007111,CHECK,$1085.00,,$12898.25
01/04/2007,0007117,WAL-MART 7 ECA  PURCHASE,$89.52,,$12808.73
01/05/2007,0007114,DOM VA NC POWER BILLPYMT,$108.00,,$12700.73
01/05/2007,0007116,CHECK,$31.50,,$12669.23
01/05/2007,0007118,CHECK,$46.23,,$12623.00
01/05/2007,0007115,CHECK,$270.00,,$12353.00
01/08/2007,0007113,CHASE           CHECK PYMT,$50.00,,$12303.00
01/08/2007,0007112,VZ WIRELESS ARC ARC,$87.00,,$12216.00
01/08/2007,,POTOMAC RUN 2,$60.00,,$12156.00
01/10/2007,0007121,CHECK,$500.00,,$11656.00
01/11/2007,0007120,CHASE           CHECK PYMT,$3555.00,,$8101.00
01/12/2007,,DEPOSIT,,$272.07,$8373.07
01/18/2007,0007124,CHECK,$160.00,,$8213.07
01/19/2007,,INTEREST PAYMENT,,$0.84,$8213.91
01/19/2007,0007125,WASH GAS UTILITYCHECKPAYMT,$162.00,,$8051.91
01/19/2007,0007060,CHECK,$55.00,,$7996.91
01/19/2007,0007126,CHECK,$65.00,,$7931.91
01/19/2007,0007119,CHECK,$200.00,,$7731.91
01/19/2007,0007127,CHECK,$1126.00,,$6605.91
