Date,Check Number,Description,Debit,Credit,Running Balance

09/21/2006,,ITT ADVANCED ENGPAYROLL,,$3162.47,$10006.94
09/21/2006,0007034,CHECK,$35.00,,$9971.94
09/22/2006,,POTOMAC RUN 2,$40.00,,$9931.94
09/22/2006,0007033,CHECK,$25.00,,$9906.94
09/25/2006,0007031,CHECK,$16.00,,$9890.94
09/25/2006,0007043,CHECK,$83.00,,$9807.94
09/25/2006,0007045,CHECK,$16.78,,$9791.16
09/26/2006,,STATE FARM RO 27SFPP,$342.06,,$9449.10
09/26/2006,0007044,CHASE CHECK PYMT,$1037.00,,$8412.10
09/26/2006,,HERNDON SAFEWAY,$40.00,,$8372.10
09/26/2006,0007046,CHECK,$61.82,,$8310.28
09/28/2006,0007047,CHECK,$150.00,,$8160.28
09/29/2006,0007042,CHECK,$77.61,,$8082.67
10/02/2006,0007048,CHECK,$16.74,,$8065.93
10/03/2006,0007049,CHECK,$270.75,,$7795.18
10/03/2006,0007023,CHECK,$850.00,,$6945.18
10/03/2006,0007041,CHECK,$850.00,,$6095.18
10/04/2006,0007039,CHECK,$200.00,,$5895.18
10/05/2006,,ITT ADVANCED ENGPAYROLL,,$8932.58,$14827.76
10/05/2006,0007050,CHECK,$63.93,,$14763.83
10/10/2006,,POTOMAC RUN 2,$200.00,,$14563.83
10/11/2006,0007058,CHECK,$24.00,,$14539.83
10/11/2006,0007040,CHECK,$15.25,,$14524.58
10/12/2006,0007056,WASH GAS UTILITYCHECKPAYMT,$40.00,,$14484.58
10/12/2006,,HUNTERS WOODS SAFEWAY 2,$40.00,,$14444.58
10/12/2006,0007035,CHECK,$215.00,,$14229.58
10/12/2006,0007052,CHECK,$270.00,,$13959.58
10/13/2006,0007055,CHECK,$64.00,,$13895.58
10/16/2006,0007057,CHECK,$15.00,,$13880.58
10/16/2006,0007059,CHECK,$120.43,,$13760.15
10/18/2006,0007061,CHECK,$50.00,,$13710.15
10/20/2006,,INTEREST PAYMENT,,$0.95,$13711.10
10/20/2006,0007051,CHECK,$400.00,,$13311.10
