Date,Check Number,Description,Debit,Credit,Running Balance

02/21/2006,,OTHER ATM NETWORK FEE,$2.00,,$6194.09
02/21/2006,,PUBLIC SERVICE,$82.00,,$6112.09
02/22/2006,,OTHER ATM NETWORK FEE,$2.00,,$6110.09
02/22/2006,,W.F.B,$42.00,,$6068.09
02/23/2006,,PROGRESSIVE INS.INS PREM,,$320.54,$6388.63
02/23/2006,,ITT ADVANCED ENGPAYROLL,,$2925.30,$9313.93
02/24/2006,,DEPOSIT,,$175.00,$9488.93
02/27/2006,,POTOMAC RUN 2,$60.00,,$9428.93
02/27/2006,0006787,CHECK,$400.00,,$9028.93
02/28/2006,0006790,AMERICAN EXPRESSCHECK PYMT,$1632.00,,$7396.93
03/01/2006,,COUNTRYSIDE,$40.00,,$7356.93
03/06/2006,0006771,CHECK,$70.00,,$7286.93
03/07/2006,0006792,CHECK,$17.00,,$7269.93
03/07/2006,,CHECK,$39.00,,$7230.93
03/08/2006,0006797,DOM VA NC POWER BILLPYMT,$110.00,,$7120.93
03/08/2006,0006795,CHECK,$83.00,,$7037.93
03/08/2006,0006803,CHECK,$89.01,,$6948.92
03/08/2006,0006766,CHECK,$184.00,,$6764.92
03/08/2006,0006760,CHECK,$201.00,,$6563.92
03/08/2006,0006798,CHECK,$263.00,,$6300.92
03/08/2006,0006794,CHECK,$382.00,,$5918.92
03/09/2006,,ITT ADVANCED ENGPAYROLL,,$3388.02,$9306.94
03/09/2006,0006796,WASH GAS UTILITYCHECKPAYMT,$233.00,,$9073.94
03/09/2006,0006789,CHECK,$25.00,,$9048.94
03/09/2006,0006802,CHECK,$25.00,,$9023.94
03/09/2006,0006804,CHECK,$31.50,,$8992.44
03/10/2006,0006809,CHECK,$37.49,,$8954.95
03/13/2006,,POTOMAC RUN 2,$100.00,,$8854.95
03/13/2006,0006788,CHECK,$11.00,,$8843.95
03/13/2006,0006801,CHECK,$15.00,,$8828.95
03/13/2006,0006808,CHECK,$25.00,,$8803.95
03/14/2006,,DEPOSIT,,$651.00,$9454.95
03/14/2006,0006799,CHECK,$25.00,,$9429.95
03/14/2006,0006813,CHECK,$83.41,,$9346.54
03/15/2006,0006806,CHECK,$80.00,,$9266.54
03/15/2006,0006812,CHECK,$100.00,,$9166.54
03/15/2006,0006815,CHECK,$135.00,,$9031.54
03/16/2006,,ITT ADVANCED ENGPAYROLL,,$1083.54,$10115.08
03/16/2006,,HERNDON SAFEWAY,$60.00,,$10055.08
03/16/2006,0006814,CHECK,$30.98,,$10024.10
03/20/2006,0006819,OLD NAVY #5530  PURCHASE,$24.14,,$9999.96
03/20/2006,0006810,CHECK,$187.95,,$9812.01
03/21/2006,,INTEREST PAYMENT,,$0.72,$9812.73
03/21/2006,0006817,WASH GAS UTILITYCHECKPAYMT,$233.00,,$9579.73
03/21/2006,,POTOMAC RUN 1,$20.00,,$9559.73
03/21/2006,0006821,CHECK,$4.55,,$9555.18
03/21/2006,0006822,CHECK,$22.05,,$9533.13
03/21/2006,0006820,CHECK,$41.31,,$9491.82
03/21/2006,0006818,CHECK,$64.00,,$9427.82

	
