Date,Check Number,Description,Debit,Credit,Running Balance

04/19/2007,0007213,Wash Gas UtilityCHECK PYMT,$142.00,,$12378.83
04/19/2007,0007212,CHECK,$62.00,,$12316.83
04/19/2007,0007215,CHECK,$880.00,,$11436.83
04/20/2007,0007204,CHECK,$100.00,,$11336.83
04/20/2007,0007214,CHECK,$15.00,,$11321.83
04/23/2007,0007216,CHECK,$80.00,,$11241.83
04/23/2007,0007210,CHECK,$277.19,,$10964.64
04/23/2007,0007211,CHECK,$500.00,,$10464.64
04/24/2007,0007218,CHECK,$40.00,,$10424.64
04/24/2007,0007191,CHECK,$67.00,,$10357.64
04/25/2007,0007186,CHECK,$40.00,,$10317.64
04/25/2007,0007207,CHECK,$400.00,,$9917.64
04/25/2007,0007132,CHECK,$668.00,,$9249.64
04/26/2007,,STATE FARM RO 27SFPP,$295.46,,$8954.18
04/26/2007,0007219,CHECK,$17.95,,$8936.23
04/26/2007,0007200,CHECK,$52.00,,$8884.23
04/26/2007,0007201,CHECK,$67.00,,$8817.23
04/27/2007,,DEPOSIT,,$215.00,$9032.23
04/27/2007,,POTOMAC RUN 1,$60.00,,$8972.23
04/27/2007,0007221,CHECK,$46.90,,$8925.33
04/30/2007,,FIDELITY EMP SVCZETA,,$8088.46,$17013.79
05/02/2007,0007222,CHASE           CHECK PYMT,$50.00,,$16963.79
05/02/2007,0007223,CHASE           CHECK PYMT,$3564.00,,$13399.79
05/03/2007,0007224,VZ WIRELESS ARC ARC,$96.00,,$13303.79
05/04/2007,0007227,CHECK,$25.08,,$13278.71
05/07/2007,,SHOPPERS FOOD/PHARM 26,$27.24,,$13251.47
05/09/2007,0007231,DOM VA NC POWER BILLPYMT,$98.00,,$13153.47
05/09/2007,,SHOPPERS FOOD/PHARM 26,$24.47,,$13129.00
05/09/2007,0007233,CHECK,$300.00,,$12829.00
05/10/2007,0007234,CHECK,$23.00,,$12806.00
05/10/2007,0007236,CHECK,$95.00,,$12711.00
05/10/2007,0007232,CHECK,$160.00,,$12551.00
05/10/2007,0007235,CHECK,$345.00,,$12206.00
05/11/2007,,SHOPPERS FOOD/PHARM 26,$14.42,,$12191.58
05/11/2007,0007238,CHECK,$26.00,,$12165.58
05/11/2007,0007237,CHECK,$50.00,,$12115.58
05/14/2007,,PLAZA AMERICA #1,$60.00,,$12055.58
05/14/2007,0007230,CHECK,$15.00,,$12040.58
05/14/2007,0007166,CHECK,$61.95,,$11978.63
05/15/2007,0007228,CHECK,$1100.00,,$10878.63
05/16/2007,0007242,Wash Gas UtilityCHECK PYMT,$122.00,,$10756.63
05/16/2007,0007229,CHECK,$1700.00,,$9056.63
05/17/2007,0007240,CHECK,$40.00,,$9016.63
05/17/2007,0007243,CHECK,$61.00,,$8955.63
05/18/2007,,INTEREST PAYMENT,,$0.96,$8956.59
05/18/2007,,DEPOSIT,,$955.00,$9911.59
05/18/2007,,POTOMAC RUN 1,$40.00,,$9871.59
