Date,Check Number,Description,Debit,Credit,Running Balance

05/22/2006,,POTOMAC RUN 1,$100.00,,$10511.34
05/22/2006,0006878,CHECK,$25.00,,$10486.34
05/22/2006,0006907,CHECK,$35.00,,$10451.34
05/22/2006,0006888,CHECK,$100.00,,$10351.34
05/22/2006,0006913,CHECK,$131.51,,$10219.83
05/22/2006,0006911,CHECK,$177.00,,$10042.83
05/23/2006,0006889,CHECK,$20.00,,$10022.83
05/26/2006,,STATE FARM RO 27SFPP,$460.77,,$9562.06
05/30/2006,0006920,AMERICAN EXPRESSCHECK PYMT,$1011.00,,$8551.06
05/30/2006,,SFWY 1084 PIDGEON HILL,$40.00,,$8511.06
05/31/2006,0006915,CHECK,$9.19,,$8501.87
05/31/2006,0006921,CHECK,$44.75,,$8457.12
05/31/2006,0006914,CHECK,$606.40,,$7850.72
06/01/2006,,ITT ADVANCED ENGPAYROLL,,$3447.16,$11297.88
06/01/2006,0006927,CHECK,$17.50,,$11280.38
06/01/2006,0006924,CHECK,$69.63,,$11210.75
06/01/2006,0006917,CHECK,$85.00,,$11125.75
06/01/2006,0006891,CHECK,$460.00,,$10665.75
06/02/2006,0006925,CHECK,$40.00,,$10625.75
06/02/2006,0006918,CHECK,$828.00,,$9797.75
06/05/2006,,DEPOSIT,,$1589.40,$11387.15
06/05/2006,0006883,CHECK,$15.00,,$11372.15
06/05/2006,0006919,CHECK,$29.50,,$11342.65
06/06/2006,0006919,CHECK,$29.50,,$11313.15
06/06/2006,0006923,CHECK,$120.00,,$11193.15
06/07/2006,,REVERSE PAID ITEM,,$29.50,$11222.65
06/07/2006,0006922,CHECK,$40.00,,$11182.65
06/07/2006,0006892,CHECK,$850.00,,$10332.65
06/07/2006,0006916,CHECK,$850.00,,$9482.65
06/08/2006,0006931,CHECK,$509.00,,$8973.65
06/12/2006,,PLAZA AMERICA #1,$40.00,,$8933.65
06/12/2006,,POTOMAC RUN 2,$40.00,,$8893.65
06/12/2006,,PLAZA AMERICA #1,$60.00,,$8833.65
06/13/2006,0006901,CHECK,$60.00,,$8773.65
06/14/2006,0006934,CHECK,$7.30,,$8766.35
06/15/2006,,ITT ADVANCED ENGPAYROLL,,$3552.58,$12318.93
06/15/2006,0006899,CHECK,$44.00,,$12274.93
06/15/2006,0006937,CHECK,$106.25,,$12168.68
06/16/2006,0006938,CHECK,$71.99,,$12096.69
06/16/2006,0006880,CHECK,$40.00,,$12056.69
06/19/2006,0006942,WASH GAS UTILITYCHECKPAYMT,$47.00,,$12009.69
06/19/2006,0006943,DOM VA NC POWER BILLPYMT,$81.00,,$11928.69
06/19/2006,0006945,CHECK,$50.00,,$11878.69
06/19/2006,0006944,CHECK,$86.60,,$11792.09
06/20/2006,,INTEREST PAYMENT,,$0.88,$11792.97
06/20/2006,0006941,CHECK,$65.00,,$11727.97
