Date,Check Number,Description,Debit,Credit,Running Balance

01/22/2007,,DEPOSIT,,$500.00,$7105.91
01/24/2007,0007133,WATSON SALSBURY EFT,$20.00,,$7085.91
01/24/2007,0007134,CHECK,$5.20,,$7080.71
01/24/2007,0007128,CHECK,$15.00,,$7065.71
01/24/2007,0007108,CHECK,$150.00,,$6915.71
01/25/2007,0007123,CHECK,$80.00,,$6835.71
01/26/2007,,STATE FARM RO 27SFPP,$295.46,,$6540.25
01/26/2007,,POTOMAC RUN 2,$200.00,,$6340.25
01/30/2007,0007129,CHECK,$5.00,,$6335.25
01/30/2007,0007110,CHECK,$1700.00,,$4635.25
01/31/2007,,FIDELITY EMP SVCZETA,,$8723.69,$13358.94
02/02/2007,,DRANESVILLE AUTO,$342.54,,$13016.40
02/05/2007,0007135,CHASE           CHECK PYMT,$66.00,,$12950.40
02/05/2007,0007136,VZ WIRELESS ARC ARC,$87.00,,$12863.40
02/05/2007,,SHOPPERS FOOD/PHARM 26,$43.00,,$12820.40
02/08/2007,,STERLING SAFEWAY,$60.00,,$12760.40
02/08/2007,0007138,CHECK,$22.80,,$12737.60
02/08/2007,0007140,CHECK,$100.00,,$12637.60
02/13/2007,0007122,CHECK,$11.50,,$12626.10
02/13/2007,0007137,CHECK,$60.00,,$12566.10
02/13/2007,0007141,CHECK,$185.00,,$12381.10
02/13/2007,0007142,CHECK,$202.61,,$12178.49
02/14/2007,0007143,DOM VA NC POWER BILLPYMT,$95.00,,$12083.49
02/14/2007,0007146,WASH GAS UTILITYCHECKPAYMT,$216.00,,$11867.49
02/14/2007,0007145,CHECK,$300.00,,$11567.49
02/14/2007,0007151,CHECK,$1187.00,,$10380.49
02/15/2007,0007150,CHASE           CHECK PYMT,$1907.00,,$8473.49
02/15/2007,0007148,CHECK,$169.00,,$8304.49
02/16/2007,,INTEREST PAYMENT,,$0.76,$8305.25
02/16/2007,,POTOMAC RUN 2,$100.00,,$8205.25
02/16/2007,0007144,CHECK,$15.00,,$8190.25
