Date,Check Number,Description,Debit,Credit,Running Balance

12/19/2007,,POTOMAC RUN #2,$160.00,,$9094.36
12/20/2007,0007403,CHECK,$63.00,,$9031.36
12/21/2007,,NON SUNTRUST ATM FEE,$2.00,,$9029.36
12/21/2007,,STAR NORTHEAST,$80.00,,$8949.36
12/24/2007,0007405,Wash Gas UtilityCHECK PYMT,$128.00,,$8821.36
12/24/2007,0007404,CHECK,$15.00,,$8806.36
12/24/2007,0007406,CHECK,$1020.00,,$7786.36
12/26/2007,0007408,VZ WIRELESS ARC ARC,$112.00,,$7674.36
12/26/2007,0007401,CHECK,$1200.00,,$6474.36
12/27/2007,,NON SUNTRUST ATM FEE,$2.00,,$6472.36
12/27/2007,,STATE FARM RO 27SFPP,$256.60,,$6215.76
12/27/2007,,RICHLAND BANK,$82.00,,$6133.76
12/31/2007,,FIDELITY EMP SVCZETA,,$9112.87,$15246.63
12/31/2007,0007402,CHECK,$69.00,,$15177.63
01/02/2008,,POTOMAC RUN #1,$300.00,,$14877.63
01/02/2008,0007409,CHECK,$12.00,,$14865.63
01/03/2008,0007412,CHASE           CHECK PYMT,$50.00,,$14815.63
01/03/2008,0007410,CHASE           CHECK PYMT,$4508.00,,$10307.63
01/03/2008,,HARRIS TEETER #0081,$48.02,,$10259.61
01/04/2008,,DEPOSIT,,$67.00,$10326.61
01/07/2008,0007413,CHECK,$2000.00,,$8326.61
01/08/2008,0007414,CHECK,$129.00,,$8197.61
01/09/2008,0007411,CHECK,$30.00,,$8167.61
01/09/2008,0007399,CHECK,$500.00,,$7667.61
01/10/2008,,WHOLEFDS RES 100,$37.53,,$7630.08
01/14/2008,0007416,DOM VA NC POWER BILLPYMT,$122.00,,$7508.08
01/14/2008,,POTBELLY SANDWCH,$19.15,,$7488.93
01/14/2008,,SOU GIANT FOOD INC 431,$49.88,,$7439.05
01/14/2008,0007415,CHECK,$300.00,,$7139.05
01/15/2008,0007419,Wash Gas UtilityCHECK PYMT,$164.00,,$6975.05
01/16/2008,0007418,STATE FARM RO 27 PYMT,$157.00,,$6818.05
01/16/2008,0007420,CHECK,$15.00,,$6803.05
01/16/2008,0007417,CHECK,$62.00,,$6741.05
01/18/2008,,INTEREST PAYMENT,,$0.73,$6741.78
