Date,Check Number,Description,Debit,Credit,Running Balance

03/22/2007,0007184,VZ WIRELESS ARC ARC,$90.00,,$6461.36
03/22/2007,0007179,WASH GAS UTILITYCHECKPAYMT,$242.00,,$6219.36
03/23/2007,,DEPOSIT,,$42.50,$6261.86
03/23/2007,,POTOMAC RUN 2,$100.00,,$6161.86
03/23/2007,0007178,CHECK,$5.62,,$6156.24
03/23/2007,0007180,CHECK,$62.00,,$6094.24
03/23/2007,0007183,CHECK,$1028.00,,$5066.24
03/26/2007,,VA DEPT TAXATIONDD REFUND,,$311.00,$5377.24
03/26/2007,,DEPOSIT,,$185.00,$5562.24
03/26/2007,0007188,WAL-MART 7 ECA  PURCHASE,$14.97,,$5547.27
03/26/2007,0007189,WAL-MART 7 ECA  PURCHASE,$62.21,,$5485.06
03/26/2007,0007182,CHECK,$15.00,,$5470.06
03/26/2007,0007181,CHECK,$78.12,,$5391.94
03/27/2007,,STATE FARM RO 27SFPP,$295.46,,$5096.48
03/27/2007,0007187,CHECK,$35.00,,$5061.48
03/28/2007,0007169,CHECK,$90.00,,$4971.48
03/28/2007,0007168,CHECK,$168.00,,$4803.48
03/29/2007,0007190,CHECK,$30.00,,$4773.48
03/30/2007,,FIDELITY EMP SVCZETA,,$8406.09,$13179.57
03/30/2007,,POTOMAC RUN 1,$100.00,,$13079.57
03/30/2007,,SHOPPERS FOOD/PHARM 26,$52.56,,$13027.01
04/04/2007,7197,DOM VA NC POWER BILLPYMT,$95.00,,$12932.01
04/04/2007,0007194,CHECK,$300.00,,$12632.01
04/05/2007,0007195,CHASE           CHECK PYMT,$50.00,,$12582.01
04/05/2007,0007203,WAL-MART 7 ECA  PURCHASE,$60.45,,$12521.56
04/05/2007,7196,CHASE           CHECK PYMT,$1910.00,,$10611.56
04/05/2007,0007198,CHECK,$53.04,,$10558.52
04/06/2007,,US TREASURY 220 TAX REFUND,,$5266.00,$15824.52
04/06/2007,0007202,CHECK,$60.00,,$15764.52
04/06/2007,0007199,CHECK,$143.92,,$15620.60
04/10/2007,,DEPOSIT,,$246.00,$15866.60
04/10/2007,,FAIRFAX CITY,$40.00,,$15826.60
04/10/2007,0007192,CHECK,$1050.00,,$14776.60
04/10/2007,0007193,CHECK,$1700.00,,$13076.60
04/10/2007,0007209,CHECK,$300.00,,$12776.60
04/12/2007,0007208,CHECK,$125.00,,$12651.60
04/13/2007,0007185,CHECK,$64.00,,$12587.60
04/16/2007,0007205,CHECK,$10.00,,$12577.60
04/17/2007,,SHOPPERS FOOD/PHARM 26,$27.61,,$12549.99
04/17/2007,0007206,CHECK,$30.00,,$12519.99
04/18/2007,,INTEREST PAYMENT,,$0.84,$12520.83
